research_paper_id,year,author_id,author,last_name,similar_surname,predicted_ethnicity
190,2003,537,"Kaashoek, M. Frans",Kaashoek,KAAS,White
389,2004,316,"Kuncak, Viktor",Kuncak,KUNC,White
389,2004,251,"Rinard, Martin",Rinard,RINARD,White
1043,2017,163,"Benjamin, Michael R.",Benjamin,BENJAMIN,White
894,2012,15,"Poggio, Tomaso",Poggio,POGGIO,White
814,2010,561,"Popic, Victoria",Popic,POPICH,White
462,2005,325,"Ajmani, Sameer",Ajmani,AJMANI,API
462,2005,307,"Liskov, Barbara",Liskov,LISKO,White
462,2005,299,"Shrira, Liuba",Shrira,SHRIER,White
462,2005,562,"Curtis, Dorothy",Curtis,CURTIS,White
378,2004,116,"Monteleoni, Claire",Monteleoni,MONTELEON,White
378,2004,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
378,2004,293,"Feamster, Nick",Feamster,FEAMSTER,White
378,2004,44,"Jaakkola, Tommi",Jaakkola,LAAKKONEN,White
191,2003,563,"Krashinsky, Ronny",Krashinsky,LASHINSKY,White
474,2005,424,"Hajiaghayi, MohammadTaghi",Hajiaghayi,HAJIAN,White
474,2005,425,"Kortsarz, Guy",Kortsarz,ORTS,White
474,2005,426,"Salavatipour, Mohammad R.",Salavatipour,SALAVA,White
926,2013,564,"Simosa, Jorge D.",Simosa,SIMOS,White
364,2004,531,"Rodrigues, Rodrigo",Rodrigues,RODRIGUES,White
364,2004,307,"Liskov, Barbara",Liskov,LISKO,White
763,2009,318,"Micali, Silvio",Micali,MICALI,White
763,2009,326,"Chen, Jing",Chen,CHEN,API
984,2015,249,"Long, Fan",Long,LONG,White
984,2015,248,"Qi, Zichao",Qi,QI,API
984,2015,250,"Achour, Sara",Achour,ACHOUR,White
984,2015,251,"Rinard, Martin",Rinard,RINARD,White
670,2008,565,"Vandiver, Benjamin Mead",Vandiver,VANDIVER,White
536,2006,333,"Effinger, Robert",Effinger,EFFINGER,White
891,2012,389,"Azar, Pablo",Azar,AZAR,White
891,2012,318,"Micali, Silvio",Micali,MICALI,White
365,2004,21,"Beal, Jacob",Beal,BEAL,White
96,2001,566,"Wang, Karen",Wang,WANG,API
588,2007,430,"Urtasun, Raquel",Urtasun,KASUN,White
588,2007,37,"Darrell, Trevor",Darrell,DARRELL,White
566,2007,316,"Kuncak, Viktor",Kuncak,KUNC,White
959,2014,567,"Adib, Fadel",Adib,ADIB,Two or More Races
959,2014,568,"Kabelac, Zachary",Kabelac,KABEL,White
959,2014,233,"Katabi, Dina",Katabi,TABI,API
673,2008,569,"Quattoni, Ariadna",Quattoni,MATTONI,White
673,2008,570,"Carreras, Xavier",Carreras,CARRERAS,Hispanic
673,2008,571,"Collins, Michael",Collins,COLLINS,White
673,2008,37,"Darrell, Trevor",Darrell,DARRELL,White
629,2007,572,"Masquelier, Timothee",Masquelier,MASQUELIER,White
629,2007,157,"Serre, Thomas",Serre,SERRE,White
629,2007,573,"Thorpe, Simon",Thorpe,THORPE,White
629,2007,15,"Poggio, Tomaso",Poggio,POGGIO,White
877,2011,469,"Durand, Frédo",Durand,DURAND,Black
908,2012,307,"Liskov, Barbara",Liskov,LISKO,White
221,2003,574,"Kiriansky, Vladimir",Kiriansky,KIRIAN,White
221,2003,253,"Bruening, Derek",Bruening,BRUENING,White
221,2003,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
419,2005,306,"Lynch, Nancy",Lynch,LYNCH,White
419,2005,575,"Mitra, Sayan",Mitra,MITRA,API
419,2005,423,"Nolte, Tina",Nolte,NOLTE,White
